cohort_month,order_month,month_number,retained_customers
2021-09,2023-11,25,1
2021-09,2023-11,26,1
2021-09,2023-12,26,3
2021-09,2023-12,27,2
2021-09,2024-01,27,5
2021-09,2024-01,28,4
2021-09,2024-02,28,3
2021-09,2024-02,29,1
2021-09,2024-03,29,6
2021-09,2024-03,30,2
2021-09,2024-04,30,2
2021-09,2024-04,31,1
2021-09,2024-05,31,1
2021-09,2024-05,32,3
2021-09,2024-06,32,1
2021-09,2024-06,33,1
2021-09,2024-07,33,2
2021-09,2024-07,34,2
2021-09,2024-08,34,4
2021-09,2024-08,35,2
2021-09,2024-09,35,1
2021-09,2024-09,36,1
2021-09,2024-10,36,4
2021-09,2024-10,37,1
2021-09,2024-11,37,3
2021-09,2024-11,38,3
2021-09,2024-12,38,1
2021-09,2024-12,39,2
2021-09,2025-01,39,2
2021-09,2025-01,40,2
2021-09,2025-02,40,2
2021-09,2025-02,41,1
2021-09,2025-03,41,1
2021-09,2025-04,43,3
2021-10,2021-10,0,123
2021-10,2021-11,0,1
2021-10,2021-11,1,2
2021-10,2021-12,1,1
2021-10,2021-12,2,3
2021-10,2022-01,2,1
2021-10,2022-01,3,2
2021-10,2022-02,3,1
2021-10,2022-02,4,2
2021-10,2022-03,4,3
2021-10,2022-04,5,2
2021-10,2022-04,6,1
2021-10,2022-05,6,3
2021-10,2022-05,7,4
2021-10,2022-06,7,4
2021-10,2022-06,8,1
2021-10,2022-07,8,1
2021-10,2022-07,9,2
2021-10,2022-08,9,2
2021-10,2022-08,10,2
2021-10,2022-09,10,3
2021-10,2022-09,11,1
2021-10,2022-10,11,2
2021-10,2022-10,12,1
2021-10,2022-11,13,1
2021-10,2022-12,13,5
2021-10,2022-12,14,1
2021-10,2023-01,14,1
2021-10,2023-01,15,3
2021-10,2023-02,15,1
2021-10,2023-02,16,1
2021-10,2023-03,16,1
2021-10,2023-03,17,1
2021-10,2023-04,17,7
2021-10,2023-04,18,1
2021-10,2023-05,18,3
2021-10,2023-05,19,1
2021-10,2023-06,19,1
2021-10,2023-06,20,1
2021-10,2023-07,20,1
2021-10,2023-07,21,1
2021-10,2023-08,21,2
2021-10,2023-08,22,3
2021-10,2023-09,22,2
2021-10,2023-09,23,2
2021-10,2023-10,23,3
2021-10,2023-11,24,1
2021-10,2023-11,25,2
2021-10,2023-12,25,1
2021-10,2023-12,26,3
2021-10,2024-01,26,2
2021-10,2024-02,27,1
2021-10,2024-02,28,1
2021-10,2024-03,28,2
2021-10,2024-03,29,1
2021-10,2024-04,29,1
2021-10,2024-04,30,1
2021-10,2024-05,30,2
2021-10,2024-05,31,2
2021-10,2024-06,31,1
2021-10,2024-06,32,2
2021-10,2024-07,33,1
2021-10,2024-08,33,1
2021-10,2024-08,34,2
2021-10,2024-09,34,1
2021-10,2024-09,35,2
2021-10,2024-10,35,3
2021-10,2024-10,36,3
2021-10,2024-11,36,2
2021-10,2024-11,37,1
2021-10,2024-12,37,2
2021-10,2025-01,38,2
2021-10,2025-02,39,1
2021-10,2025-02,40,1
2021-10,2025-03,40,2
2021-10,2025-03,41,2
2021-10,2025-04,41,1
2021-10,2025-04,42,2
2021-11,2021-11,0,115
2021-11,2021-12,0,2
2021-11,2021-12,1,3
2021-11,2022-01,2,7
2021-11,2022-03,3,1
2021-11,2022-03,4,1
2021-11,2022-04,4,2
2021-11,2022-04,5,3
2021-11,2022-05,5,2
2021-11,2022-05,6,2
2021-11,2022-06,6,2
2021-11,2022-06,7,2
2021-11,2022-07,7,1
2021-11,2022-07,8,2
2021-11,2022-09,9,2
2021-11,2022-10,10,1
2021-11,2022-10,11,3
2021-11,2022-11,11,2
2021-11,2022-11,12,3
2021-11,2022-12,12,2
2021-11,2022-12,13,1
2021-11,2023-01,13,2
2021-11,2023-01,14,2
2021-11,2023-02,14,2
2021-11,2023-02,15,1
2021-11,2023-03,15,3
2021-11,2023-03,16,3
2021-11,2023-04,16,1
2021-11,2023-04,17,4
2021-11,2023-05,17,1
2021-11,2023-05,18,3
2021-11,2023-06,18,1
2021-11,2023-06,19,1
2021-11,2023-07,19,2
2021-11,2023-07,20,2
2021-11,2023-08,20,1
2021-11,2023-08,21,2
2021-11,2023-09,21,3
2021-11,2023-09,22,1
2021-11,2023-10,23,1
2021-11,2023-11,23,1
2021-11,2023-11,24,1
2021-11,2024-01,25,1
2021-11,2024-02,26,2
2021-11,2024-03,27,1
2021-11,2024-03,28,2
2021-11,2024-04,28,3
2021-11,2024-05,29,2
2021-11,2024-05,30,4
2021-11,2024-07,32,2
2021-11,2024-08,32,1
2021-11,2024-09,34,4
2021-11,2024-10,34,3
2021-11,2024-10,35,3
2021-11,2024-11,35,2
2021-11,2024-12,36,2
2021-11,2024-12,37,2
2021-11,2025-01,37,2
2021-11,2025-01,38,3
2021-11,2025-02,38,3
2021-11,2025-02,39,1
2021-11,2025-03,39,2
2021-11,2025-03,40,1
2021-11,2025-04,40,1
2021-11,2025-04,41,1
2021-12,2021-12,0,130
2021-12,2022-01,0,3
2021-12,2022-01,1,2
2021-12,2022-02,1,1
2021-12,2022-02,2,1
2021-12,2022-03,2,2
2021-12,2022-03,3,3
2021-12,2022-04,3,1
2021-12,2022-04,4,3
2021-12,2022-05,4,1
2021-12,2022-05,5,1
2021-12,2022-06,5,1
2021-12,2022-06,6,1
2021-12,2022-07,6,2
2021-12,2022-07,7,2
2021-12,2022-08,7,4
2021-12,2022-08,8,1
2021-12,2022-09,9,4
2021-12,2022-10,9,3
2021-12,2022-10,10,1
2021-12,2022-11,11,1
2021-12,2022-12,11,1
2021-12,2023-01,13,3
2021-12,2023-02,13,3
2021-12,2023-02,14,1
2021-12,2023-03,14,1
2021-12,2023-03,15,4
2021-12,2023-04,16,2
2021-12,2023-05,16,1
2021-12,2023-05,17,1
2021-12,2023-06,17,2
2021-12,2023-06,18,1
2021-12,2023-07,18,2
2021-12,2023-07,19,1
2021-12,2023-08,19,3
2021-12,2023-08,20,2
2021-12,2023-09,20,4
2021-12,2023-09,21,2
2021-12,2023-10,21,3
2021-12,2023-11,22,2
2021-12,2023-11,23,1
2021-12,2023-12,23,1
2021-12,2024-01,24,3
2021-12,2024-01,25,3
2021-12,2024-02,25,1
2021-12,2024-02,26,2
2021-12,2024-04,28,2
2021-12,2024-05,28,1
2021-12,2024-05,29,2
2021-12,2024-06,29,1
2021-12,2024-06,30,1
2021-12,2024-07,30,1
2021-12,2024-07,31,2
2021-12,2024-08,31,6
2021-12,2024-08,32,1
2021-12,2024-09,32,1
2021-12,2024-09,33,1
2021-12,2024-11,34,2
2021-12,2024-11,35,1
2021-12,2024-12,35,1
2021-12,2024-12,36,4
2021-12,2025-01,36,2
2021-12,2025-01,37,1
2021-12,2025-02,37,2
2021-12,2025-02,38,3
2021-12,2025-03,38,2
2021-12,2025-03,39,3
2021-12,2025-04,39,2
2021-12,2025-04,40,4
2022-01,2022-01,0,127
2022-01,2022-02,0,4
2022-01,2022-03,1,4
2022-01,2022-03,2,1
2022-01,2022-04,2,3
2022-01,2022-04,3,1
2022-01,2022-05,3,1
2022-01,2022-05,4,1
2022-01,2022-06,4,2
2022-01,2022-06,5,1
2022-01,2022-07,5,1
2022-01,2022-08,6,1
2022-01,2022-08,7,2
2022-01,2022-09,7,1
2022-01,2022-10,8,4
2022-01,2022-10,9,3
2022-01,2022-11,9,1
2022-01,2022-11,10,3
2022-01,2022-12,11,1
2022-01,2023-01,11,1
2022-01,2023-01,12,2
2022-01,2023-02,12,1
2022-01,2023-02,13,1
2022-01,2023-04,14,1
2022-01,2023-04,15,1
2022-01,2023-05,15,3
2022-01,2023-05,16,2
2022-01,2023-06,17,4
2022-01,2023-07,18,3
2022-01,2023-08,18,3
2022-01,2023-08,19,3
2022-01,2023-09,19,4
2022-01,2023-10,20,1
2022-01,2023-10,21,1
2022-01,2023-11,21,3
2022-01,2023-11,22,2
2022-01,2023-12,22,3
2022-01,2023-12,23,1
2022-01,2024-01,23,3
2022-01,2024-03,25,1
2022-01,2024-03,26,2
2022-01,2024-04,26,4
2022-01,2024-04,27,3
2022-01,2024-05,27,2
2022-01,2024-06,28,1
2022-01,2024-06,29,2
2022-01,2024-07,29,1
2022-01,2024-07,30,3
2022-01,2024-08,31,2
2022-01,2024-09,31,1
2022-01,2024-09,32,4
2022-01,2024-10,32,3
2022-01,2024-10,33,1
2022-01,2024-11,34,1
2022-01,2024-12,34,3
2022-01,2024-12,35,1
2022-01,2025-01,35,4
2022-01,2025-02,36,2
2022-01,2025-03,37,3
2022-01,2025-03,38,2
2022-01,2025-04,38,2
2022-01,2025-04,39,1
2022-02,2022-02,0,119
2022-02,2022-03,0,1
2022-02,2022-03,1,3
2022-02,2022-04,1,2
2022-02,2022-04,2,3
2022-02,2022-05,2,2
2022-02,2022-05,3,2
2022-02,2022-06,3,1
2022-02,2022-07,4,2
2022-02,2022-08,5,2
2022-02,2022-08,6,1
2022-02,2022-09,6,3
2022-02,2022-09,7,1
2022-02,2022-10,8,1
2022-02,2022-11,8,2
2022-02,2022-11,9,1
2022-02,2022-12,9,2
2022-02,2022-12,10,1
2022-02,2023-01,10,2
2022-02,2023-02,11,3
2022-02,2023-02,12,2
2022-02,2023-03,13,6
2022-02,2023-04,13,1
2022-02,2023-04,14,1
2022-02,2023-05,15,3
2022-02,2023-06,15,1
2022-02,2023-06,16,1
2022-02,2023-07,16,2
2022-02,2023-07,17,6
2022-02,2023-08,17,6
2022-02,2023-08,18,1
2022-02,2023-09,19,1
2022-02,2023-10,20,2
2022-02,2023-11,20,3
2022-02,2023-12,21,1
2022-02,2023-12,22,1
2022-02,2024-01,22,1
2022-02,2024-01,23,3
2022-02,2024-02,23,2
2022-02,2024-02,24,3
2022-02,2024-03,24,1
2022-02,2024-03,25,2
2022-02,2024-04,25,3
2022-02,2024-04,26,5
2022-02,2024-05,26,1
2022-02,2024-05,27,1
2022-02,2024-06,27,3
2022-02,2024-06,28,2
2022-02,2024-07,29,3
2022-02,2024-08,30,2
2022-02,2024-09,30,2
2022-02,2024-09,31,2
2022-02,2024-10,31,1
2022-02,2024-10,32,3
2022-02,2024-11,32,2
2022-02,2024-12,34,2
2022-02,2025-02,35,1
2022-02,2025-02,36,1
2022-02,2025-03,36,1
2022-02,2025-03,37,3
2022-03,2022-03,0,120
2022-03,2022-04,1,1
2022-03,2022-05,2,1
2022-03,2022-06,2,2
2022-03,2022-06,3,1
2022-03,2022-07,3,1
2022-03,2022-07,4,1
2022-03,2022-08,4,1
2022-03,2022-08,5,3
2022-03,2022-09,5,2
2022-03,2022-09,6,5
2022-03,2022-10,7,1
2022-03,2022-11,7,1
2022-03,2022-11,8,1
2022-03,2022-12,9,2
2022-03,2023-01,9,1
2022-03,2023-01,10,2
2022-03,2023-02,10,2
2022-03,2023-02,11,1
2022-03,2023-03,11,3
2022-03,2023-03,12,2
2022-03,2023-04,13,3
2022-03,2023-05,13,2
2022-03,2023-05,14,3
2022-03,2023-06,14,2
2022-03,2023-06,15,1
2022-03,2023-07,15,2
2022-03,2023-07,16,2
2022-03,2023-08,16,1
2022-03,2023-08,17,2
2022-03,2023-09,17,1
2022-03,2023-09,18,1
2022-03,2023-10,18,1
2022-03,2023-10,19,4
2022-03,2023-11,19,2
2022-03,2023-11,20,3
2022-03,2023-12,20,1
2022-03,2023-12,21,2
2022-03,2024-01,21,1
2022-03,2024-01,22,2
2022-03,2024-02,22,3
2022-03,2024-02,23,1
2022-03,2024-03,23,5
2022-03,2024-03,24,3
2022-03,2024-04,24,2
2022-03,2024-05,25,2
2022-03,2024-05,26,3
2022-03,2024-06,27,1
2022-03,2024-07,27,1
2022-03,2024-07,28,2
2022-03,2024-08,28,2
2022-03,2024-09,29,1
2022-03,2024-09,30,2
2022-03,2024-10,31,3
2022-03,2024-11,31,1
2022-03,2024-11,32,3
2022-03,2024-12,32,2
2022-03,2024-12,33,3
2022-03,2025-01,33,3
2022-03,2025-01,34,4
2022-03,2025-02,34,3
2022-03,2025-02,35,1
2022-03,2025-03,36,2
2022-03,2025-04,36,3
2022-03,2025-04,37,1
2022-04,2022-04,0,110
2022-04,2022-05,0,2
2022-04,2022-05,1,1
2022-04,2022-06,2,2
2022-04,2022-08,3,1
2022-04,2022-09,4,1
2022-04,2022-09,5,3
2022-04,2022-11,6,3
2022-04,2022-11,7,3
2022-04,2022-12,7,2
2022-04,2023-01,9,4
2022-04,2023-02,10,1
2022-04,2023-03,11,2
2022-04,2023-04,11,1
2022-04,2023-04,12,1
2022-04,2023-05,12,1
2022-04,2023-05,13,3
2022-04,2023-06,13,3
2022-04,2023-06,14,1
2022-04,2023-07,15,1
2022-04,2023-08,15,1
2022-04,2023-08,16,2
2022-04,2023-10,17,1
2022-04,2023-10,18,1
2022-04,2023-11,18,1
2022-04,2023-11,19,3
2022-04,2023-12,19,3
2022-04,2024-01,20,2
2022-04,2024-01,21,1
2022-04,2024-03,22,1
2022-04,2024-03,23,3
2022-04,2024-04,23,2
2022-04,2024-04,24,2
2022-04,2024-05,24,1
2022-04,2024-06,25,2
2022-04,2024-07,27,1
2022-04,2024-08,27,2
2022-04,2024-08,28,2
2022-04,2024-09,28,1
2022-04,2024-09,29,1
2022-04,2024-10,29,1
2022-04,2024-11,30,1
2022-04,2024-11,31,2
2022-04,2024-12,32,1
2022-04,2025-01,32,2
2022-04,2025-01,33,2
2022-04,2025-02,33,3
2022-04,2025-02,34,1
2022-04,2025-03,34,1
2022-04,2025-03,35,3
2022-04,2025-04,35,6
2022-05,2022-05,0,120
2022-05,2022-06,0,2
2022-05,2022-06,1,1
2022-05,2022-07,1,2
2022-05,2022-07,2,2
2022-05,2022-08,2,2
2022-05,2022-08,3,1
2022-05,2022-09,3,1
2022-05,2022-09,4,1
2022-05,2022-10,4,3
2022-05,2022-10,5,1
2022-05,2022-11,5,1
2022-05,2022-11,6,2
2022-05,2022-12,7,1
2022-05,2023-01,8,3
2022-05,2023-02,9,2
2022-05,2023-03,9,1
2022-05,2023-03,10,2
2022-05,2023-04,10,2
2022-05,2023-04,11,1
2022-05,2023-05,11,2
2022-05,2023-06,12,1
2022-05,2023-06,13,2
2022-05,2023-07,13,2
2022-05,2023-07,14,1
2022-05,2023-08,15,2
2022-05,2023-09,15,1
2022-05,2023-09,16,1
2022-05,2023-10,16,1
2022-05,2023-11,17,1
2022-05,2023-12,18,5
2022-05,2024-01,20,2
2022-05,2024-02,21,2
2022-05,2024-03,21,1
2022-05,2024-03,22,3
2022-05,2024-04,22,5
2022-05,2024-05,23,2
2022-05,2024-05,24,4
2022-05,2024-07,25,1
2022-05,2024-07,26,1
2022-05,2024-08,26,2
2022-05,2024-08,27,2
2022-05,2024-09,27,3
2022-05,2024-10,28,2
2022-05,2024-10,29,1
2022-05,2024-11,29,3
2022-05,2024-11,30,2
2022-05,2024-12,30,2
2022-05,2024-12,31,3
2022-05,2025-01,31,1
2022-05,2025-01,32,5
2022-05,2025-02,32,2
2022-05,2025-02,33,2
2022-05,2025-03,33,1
2022-05,2025-04,35,2
2022-06,2022-06,0,120
2022-06,2022-07,0,1
2022-06,2022-07,1,1
2022-06,2022-09,2,1
2022-06,2022-09,3,1
2022-06,2022-10,4,2
2022-06,2022-11,4,1
2022-06,2022-11,5,2
2022-06,2022-12,5,1
2022-06,2022-12,6,1
2022-06,2023-02,7,1
2022-06,2023-02,8,1
2022-06,2023-03,8,1
2022-06,2023-04,9,4
2022-06,2023-04,10,2
2022-06,2023-05,10,5
2022-06,2023-06,11,2
2022-06,2023-06,12,3
2022-06,2023-07,12,3
2022-06,2023-07,13,1
2022-06,2023-08,13,1
2022-06,2023-08,14,1
2022-06,2023-09,14,3
2022-06,2023-09,15,1
2022-06,2023-10,15,1
2022-06,2023-10,16,3
2022-06,2023-11,16,1
2022-06,2023-12,17,1
2022-06,2023-12,18,2
2022-06,2024-01,18,1
2022-06,2024-01,19,3
2022-06,2024-02,19,1
2022-06,2024-02,20,2
2022-06,2024-03,20,3
2022-06,2024-03,21,1
2022-06,2024-04,21,1
2022-06,2024-04,22,2
2022-06,2024-05,23,1
2022-06,2024-06,23,1
2022-06,2024-06,24,3
2022-06,2024-07,25,2
2022-06,2024-08,25,3
2022-06,2024-08,26,1
2022-06,2024-09,26,3
2022-06,2024-09,27,1
2022-06,2024-10,27,1
2022-06,2024-10,28,1
2022-06,2024-11,29,1
2022-06,2024-12,29,2
2022-06,2024-12,30,2
2022-06,2025-01,30,2
2022-06,2025-01,31,3
2022-06,2025-02,32,2
2022-06,2025-03,32,1
2022-06,2025-04,33,1
2022-06,2025-04,34,2
2022-07,2022-07,0,118
2022-07,2022-08,1,4
2022-07,2022-09,1,3
2022-07,2022-09,2,2
2022-07,2022-10,3,2
2022-07,2022-11,3,3
2022-07,2022-11,4,1
2022-07,2022-12,4,1
2022-07,2023-01,6,2
2022-07,2023-02,6,3
2022-07,2023-02,7,2
2022-07,2023-03,7,1
2022-07,2023-03,8,1
2022-07,2023-04,8,3
2022-07,2023-05,9,3
2022-07,2023-06,10,2
2022-07,2023-07,11,2
2022-07,2023-08,12,1
2022-07,2023-08,13,2
2022-07,2023-09,13,3
2022-07,2023-09,14,2
2022-07,2023-10,15,1
2022-07,2023-11,15,2
2022-07,2023-11,16,1
2022-07,2023-12,16,3
2022-07,2023-12,17,5
2022-07,2024-01,18,1
2022-07,2024-02,18,3
2022-07,2024-03,20,1
2022-07,2024-04,20,1
2022-07,2024-04,21,1
2022-07,2024-05,22,3
2022-07,2024-06,23,1
2022-07,2024-07,23,1
2022-07,2024-07,24,2
2022-07,2024-08,24,2
2022-07,2024-08,25,2
2022-07,2024-09,25,2
2022-07,2024-09,26,3
2022-07,2024-10,26,2
2022-07,2024-10,27,1
2022-07,2024-11,27,3
2022-07,2024-11,28,1
2022-07,2024-12,28,2
2022-07,2024-12,29,2
2022-07,2025-01,29,1
2022-07,2025-01,30,3
2022-07,2025-02,30,3
2022-07,2025-03,31,1
2022-07,2025-03,32,1
2022-07,2025-04,32,1
2022-08,2022-08,0,111
2022-08,2022-09,0,1
2022-08,2022-09,1,1
2022-08,2022-10,1,2
2022-08,2022-10,2,3
2022-08,2022-11,2,4
2022-08,2022-11,3,2
2022-08,2022-12,4,1
2022-08,2023-01,4,2
2022-08,2023-01,5,2
2022-08,2023-02,5,5
2022-08,2023-02,6,1
2022-08,2023-03,6,2
2022-08,2023-03,7,3
2022-08,2023-04,8,2
2022-08,2023-05,8,1
2022-08,2023-05,9,1
2022-08,2023-06,10,3
2022-08,2023-07,10,2
2022-08,2023-08,11,2
2022-08,2023-08,12,2
2022-08,2023-09,12,1
2022-08,2023-09,13,2
2022-08,2023-10,13,4
2022-08,2023-10,14,2
2022-08,2023-11,14,5
2022-08,2023-11,15,1
2022-08,2023-12,15,2
2022-08,2023-12,16,2
2022-08,2024-01,16,2
2022-08,2024-01,17,2
2022-08,2024-02,17,3
2022-08,2024-02,18,2
2022-08,2024-03,18,2
2022-08,2024-03,19,2
2022-08,2024-04,19,1
2022-08,2024-05,20,1
2022-08,2024-05,21,2
2022-08,2024-06,21,2
2022-08,2024-06,22,1
2022-08,2024-08,23,2
2022-08,2024-08,24,2
2022-08,2024-09,25,1
2022-08,2024-10,25,1
2022-08,2024-10,26,4
2022-08,2024-11,26,2
2022-08,2024-11,27,2
2022-08,2024-12,27,2
2022-08,2024-12,28,1
2022-08,2025-01,28,1
2022-08,2025-01,29,2
2022-08,2025-02,29,3
2022-08,2025-02,30,1
2022-08,2025-03,31,1
2022-08,2025-04,31,2
2022-08,2025-04,32,2
2022-09,2022-09,0,104
2022-09,2022-10,1,1
2022-09,2022-11,1,1
2022-09,2022-11,2,1
2022-09,2022-12,3,2
2022-09,2023-01,3,1
2022-09,2023-01,4,3
2022-09,2023-02,5,1
2022-09,2023-03,5,1
2022-09,2023-03,6,2
2022-09,2023-04,7,1
2022-09,2023-05,7,2
2022-09,2023-05,8,1
2022-09,2023-06,8,2
2022-09,2023-07,9,1
2022-09,2023-07,10,2
2022-09,2023-08,10,1
2022-09,2023-08,11,3
2022-09,2023-09,12,1
2022-09,2023-10,12,2
2022-09,2023-11,14,1
2022-09,2024-01,15,1
2022-09,2024-01,16,1
2022-09,2024-02,17,2
2022-09,2024-03,18,2
2022-09,2024-04,18,1
2022-09,2024-05,19,1
2022-09,2024-05,20,2
2022-09,2024-06,20,2
2022-09,2024-06,21,2
2022-09,2024-07,21,2
2022-09,2024-07,22,3
2022-09,2024-08,22,1
2022-09,2024-08,23,1
2022-09,2024-09,23,1
2022-09,2024-10,25,3
2022-09,2024-11,26,1
2022-09,2025-01,27,1
2022-09,2025-01,28,4
2022-09,2025-03,29,1
2022-09,2025-04,31,2
2022-10,2022-10,0,92
2022-10,2022-11,0,2
2022-10,2023-01,2,1
2022-10,2023-02,3,1
2022-10,2023-03,4,2
2022-10,2023-03,5,4
2022-10,2023-04,5,3
2022-10,2023-04,6,2
2022-10,2023-05,7,2
2022-10,2023-06,7,1
2022-10,2023-06,8,2
2022-10,2023-07,9,2
2022-10,2023-08,10,4
2022-10,2023-09,10,2
2022-10,2023-09,11,3
2022-10,2023-10,11,3
2022-10,2023-10,12,1
2022-10,2023-11,12,3
2022-10,2023-11,13,1
2022-10,2023-12,13,2
2022-10,2024-01,14,3
2022-10,2024-01,15,2
2022-10,2024-02,15,1
2022-10,2024-03,16,1
2022-10,2024-03,17,2
2022-10,2024-04,17,2
2022-10,2024-05,19,1
2022-10,2024-06,19,1
2022-10,2024-07,20,1
2022-10,2024-07,21,1
2022-10,2024-08,21,2
2022-10,2024-08,22,3
2022-10,2024-09,23,1
2022-10,2024-10,23,2
2022-10,2024-11,25,1
2022-10,2024-12,25,2
2022-10,2025-01,26,2
2022-10,2025-02,27,1
2022-10,2025-02,28,1
2022-10,2025-03,28,1
2022-10,2025-03,29,2
2022-11,2022-11,0,99
2022-11,2022-12,0,1
2022-11,2022-12,1,1
2022-11,2023-01,2,4
2022-11,2023-02,2,1
2022-11,2023-02,3,1
2022-11,2023-03,4,1
2022-11,2023-04,4,5
2022-11,2023-04,5,1
2022-11,2023-05,5,2
2022-11,2023-05,6,1
2022-11,2023-06,6,1
2022-11,2023-06,7,3
2022-11,2023-07,7,2
2022-11,2023-07,8,2
2022-11,2023-08,8,4
2022-11,2023-09,10,2
2022-11,2023-10,10,2
2022-11,2023-10,11,2
2022-11,2023-11,11,1
2022-11,2023-11,12,1
2022-11,2023-12,12,1
2022-11,2023-12,13,2
2022-11,2024-01,13,1
2022-11,2024-02,14,2
2022-11,2024-02,15,2
2022-11,2024-03,15,2
2022-11,2024-03,16,2
2022-11,2024-05,18,4
2022-11,2024-06,18,2
2022-11,2024-06,19,3
2022-11,2024-07,19,1
2022-11,2024-08,21,1
2022-11,2024-09,21,1
2022-11,2024-09,22,1
2022-11,2024-10,22,2
2022-11,2024-10,23,2
2022-11,2024-11,23,1
2022-11,2024-11,24,2
2022-11,2024-12,24,2
2022-11,2024-12,25,3
2022-11,2025-01,25,1
2022-11,2025-01,26,4
2022-11,2025-02,26,1
2022-11,2025-02,27,2
2022-11,2025-03,27,1
2022-11,2025-03,28,3
2022-11,2025-04,28,1
2022-11,2025-04,29,2
2022-12,2022-12,0,80
2022-12,2023-02,2,3
2022-12,2023-03,3,2
2022-12,2023-04,4,1
2022-12,2023-05,4,1
2022-12,2023-05,5,1
2022-12,2023-06,6,2
2022-12,2023-07,6,1
2022-12,2023-07,7,1
2022-12,2023-08,8,1
2022-12,2023-09,8,2
2022-12,2023-09,9,5
2022-12,2023-10,9,2
2022-12,2023-11,10,3
2022-12,2023-12,11,2
2022-12,2023-12,12,1
2022-12,2024-01,12,1
2022-12,2024-02,13,1
2022-12,2024-04,15,1
2022-12,2024-05,17,1
2022-12,2024-06,17,1
2022-12,2024-06,18,2
2022-12,2024-07,19,1
2022-12,2024-08,19,1
2022-12,2024-08,20,2
2022-12,2024-09,20,1
2022-12,2024-10,22,2
2022-12,2024-12,24,1
2022-12,2025-01,24,2
2022-12,2025-02,25,1
2022-12,2025-02,26,1
2022-12,2025-03,26,2
2022-12,2025-03,27,2
2022-12,2025-04,27,1
2022-12,2025-04,28,2
2023-01,2023-01,0,99
2023-01,2023-02,1,2
2023-01,2023-04,2,1
2023-01,2023-04,3,1
2023-01,2023-05,3,1
2023-01,2023-05,4,1
2023-01,2023-06,4,3
2023-01,2023-06,5,2
2023-01,2023-07,5,2
2023-01,2023-07,6,3
2023-01,2023-08,6,2
2023-01,2023-08,7,2
2023-01,2023-10,9,2
2023-01,2023-11,9,2
2023-01,2023-11,10,2
2023-01,2023-12,11,1
2023-01,2024-01,12,1
2023-01,2024-02,13,1
2023-01,2024-03,13,2
2023-01,2024-03,14,3
2023-01,2024-04,15,1
2023-01,2024-05,15,2
2023-01,2024-05,16,2
2023-01,2024-07,17,1
2023-01,2024-07,18,2
2023-01,2024-08,18,1
2023-01,2024-08,19,4
2023-01,2024-10,20,2
2023-01,2024-10,21,4
2023-01,2024-11,22,2
2023-01,2024-12,22,2
2023-01,2024-12,23,3
2023-01,2025-01,23,2
2023-01,2025-01,24,1
2023-01,2025-02,24,1
2023-01,2025-03,25,3
2023-01,2025-04,26,1
2023-01,2025-04,27,1
2023-02,2023-02,0,94
2023-02,2023-04,1,2
2023-02,2023-04,2,3
2023-02,2023-05,2,2
2023-02,2023-05,3,3
2023-02,2023-06,3,1
2023-02,2023-07,4,3
2023-02,2023-08,5,1
2023-02,2023-08,6,4
2023-02,2023-09,7,5
2023-02,2023-11,8,2
2023-02,2023-11,9,3
2023-02,2024-01,11,1
2023-02,2024-02,11,1
2023-02,2024-03,12,2
2023-02,2024-05,14,1
2023-02,2024-05,15,1
2023-02,2024-06,15,1
2023-02,2024-06,16,1
2023-02,2024-07,17,1
2023-02,2024-08,18,1
2023-02,2024-09,18,1
2023-02,2024-09,19,2
2023-02,2024-10,20,3
2023-02,2024-12,22,1
2023-02,2025-01,22,1
2023-02,2025-02,23,1
2023-02,2025-02,24,1
2023-02,2025-03,24,2
2023-02,2025-03,25,2
2023-02,2025-04,25,1
2023-02,2025-04,26,1
2023-03,2023-03,0,82
2023-03,2023-04,0,1
2023-03,2023-05,1,1
2023-03,2023-06,2,3
2023-03,2023-06,3,2
2023-03,2023-07,3,1
2023-03,2023-08,4,1
2023-03,2023-08,5,2
2023-03,2023-09,5,1
2023-03,2023-10,6,2
2023-03,2023-10,7,2
2023-03,2023-11,8,1
2023-03,2023-12,8,1
2023-03,2023-12,9,2
2023-03,2024-01,9,2
2023-03,2024-01,10,1
2023-03,2024-02,11,3
2023-03,2024-03,12,1
2023-03,2024-04,12,1
2023-03,2024-05,13,1
2023-03,2024-05,14,1
2023-03,2024-06,14,2
2023-03,2024-07,15,1
2023-03,2024-08,16,1
2023-03,2024-08,17,1
2023-03,2024-09,18,1
2023-03,2024-11,19,2
2023-03,2025-01,21,1
2023-03,2025-03,23,1
2023-03,2025-03,24,2
2023-03,2025-04,24,1
2023-03,2025-04,25,2
2023-04,2023-04,0,85
2023-04,2023-05,0,1
2023-04,2023-05,1,2
2023-04,2023-06,1,1
2023-04,2023-06,2,1
2023-04,2023-07,2,1
2023-04,2023-08,4,3
2023-04,2023-09,4,1
2023-04,2023-09,5,1
2023-04,2023-10,5,1
2023-04,2023-10,6,1
2023-04,2023-11,6,1
2023-04,2023-11,7,1
2023-04,2023-12,7,1
2023-04,2023-12,8,1
2023-04,2024-01,8,2
2023-04,2024-01,9,1
2023-04,2024-02,9,1
2023-04,2024-02,10,1
2023-04,2024-03,11,3
2023-04,2024-06,13,3
2023-04,2024-06,14,2
2023-04,2024-07,14,1
2023-04,2024-08,15,2
2023-04,2024-10,17,1
2023-04,2024-11,18,4
2023-04,2024-12,19,3
2023-04,2024-12,20,2
